               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,             0.07745,            0.056426,            0.047753,           0.0052033,             0.81143,            0.056507,            0.017914,            0.068731,            0.031853,            0.048561,            0.064827,           0.0038266,           0.0038266
                  20,            0.080298,            0.061005,            0.046959,            0.030321,             0.24857,            0.044609,            0.013166,            0.068294,            0.031349,            0.048447,            0.063019,           0.0040188,           0.0040188
                  21,            0.072158,            0.049406,            0.046609,            0.038825,             0.17302,            0.083696,            0.021303,            0.065024,             0.03183,            0.048286,            0.061211,           0.0042106,           0.0042106
                  22,            0.073918,             0.05798,            0.046945,             0.41419,            0.088889,            0.076083,            0.019775,            0.062717,            0.031677,            0.047935,            0.059402,            0.004402,            0.004402
                  23,            0.077018,            0.060322,            0.046724,             0.66843,             0.13333,            0.072747,             0.02316,            0.064792,            0.030945,            0.047501,            0.057593,            0.004593,            0.004593
                  24,            0.074603,            0.054723,            0.045896,             0.63796,             0.11111,             0.10951,            0.031781,            0.064658,            0.031548,              0.0476,            0.055784,           0.0047836,           0.0047836
                  25,             0.07057,             0.05588,            0.045953,             0.63472,             0.11111,             0.11798,            0.040556,            0.062629,            0.033165,            0.047714,            0.053974,           0.0049738,           0.0049738
                  26,            0.073959,            0.037279,            0.049931,              0.8826,            0.044444,             0.07685,            0.024116,            0.074731,            0.033508,            0.047508,            0.052164,           0.0051636,           0.0051636
                  27,            0.072896,            0.053411,            0.045224,              0.8826,            0.044444,             0.07685,            0.024116,            0.074731,            0.033508,            0.047508,            0.050353,            0.005353,            0.005353
                  28,            0.074683,            0.051106,            0.045476,             0.90111,            0.066667,             0.10563,            0.038503,            0.068188,             0.03315,            0.047058,            0.048542,            0.005542,            0.005542
                  29,            0.075286,            0.052053,             0.04699,             0.84012,             0.11111,            0.041919,            0.014707,            0.089903,            0.030415,            0.046768,            0.046731,           0.0057306,           0.0057306
                  30,            0.079517,            0.057383,            0.044561,             0.84012,             0.11111,            0.041919,            0.014707,            0.089903,            0.030415,            0.046768,            0.044919,           0.0059188,           0.0059188
                  31,            0.079374,            0.049905,            0.045569,             0.83809,             0.11111,             0.05202,            0.013465,            0.089206,             0.02874,            0.046532,            0.043107,           0.0061067,           0.0061067
                  32,            0.082532,            0.042955,            0.045905,             0.24076,             0.42413,             0.14093,            0.047194,            0.070439,            0.030121,            0.046188,            0.041294,           0.0062941,           0.0062941
                  33,            0.071601,            0.037016,            0.046476,             0.24076,             0.42413,             0.14093,            0.047194,            0.070439,            0.030121,            0.046188,            0.039481,           0.0064811,           0.0064811
                  34,            0.078289,            0.042819,            0.045702,             0.45765,                0.24,             0.13358,            0.045652,            0.063349,            0.030556,            0.045692,            0.037668,           0.0066677,           0.0066677
                  35,            0.068443,            0.057908,            0.046082,             0.35153,             0.31302,             0.11457,            0.040648,            0.070172,            0.029716,             0.04528,            0.035854,            0.006854,            0.006854
                  36,            0.068614,            0.056187,            0.045028,             0.35153,             0.31302,             0.11457,            0.040648,            0.070172,            0.029716,             0.04528,             0.03404,           0.0070398,           0.0070398
                  37,            0.071232,            0.054506,            0.045815,             0.25625,             0.26222,             0.10409,             0.04418,            0.071114,            0.029671,            0.045082,            0.032225,           0.0072253,           0.0072253
                  38,            0.069324,              0.0528,            0.045063,             0.25588,                0.24,             0.11451,            0.046035,            0.073784,             0.02932,            0.045143,             0.03041,           0.0074103,           0.0074103
                  39,            0.071402,            0.049483,            0.045829,             0.25588,                0.24,             0.11451,            0.046035,            0.073784,             0.02932,            0.045143,            0.028595,            0.007595,            0.007595
                  40,            0.066642,            0.049069,            0.043983,            0.058404,             0.32889,             0.14582,            0.063091,            0.058659,            0.030792,             0.04493,            0.026779,           0.0077792,           0.0077792
                  41,              0.0694,            0.051429,            0.044451,             0.22696,             0.11111,              0.0643,            0.021031,            0.096568,            0.028152,             0.04493,            0.024963,           0.0079631,           0.0079631
                  42,            0.092277,            0.035345,            0.043827,             0.22696,             0.11111,              0.0643,            0.021031,            0.096568,            0.028152,             0.04493,            0.023147,           0.0081466,           0.0081466
                  43,            0.096537,            0.040627,            0.044448,             0.25544,             0.20067,             0.12674,            0.051324,             0.06827,            0.027733,            0.044334,             0.02133,           0.0083296,           0.0083296
                  44,            0.068824,            0.055532,            0.044743,             0.25544,             0.20067,             0.12674,            0.051324,             0.06827,            0.027733,            0.044334,            0.019512,           0.0085123,           0.0085123
                  45,            0.068568,            0.047262,             0.04372,            0.034901,             0.31524,            0.051809,            0.012617,            0.088047,            0.025135,            0.043587,            0.017695,           0.0086946,           0.0086946
                  46,            0.079933,            0.035059,            0.042873,            0.034901,             0.31524,            0.051809,            0.012617,            0.088047,            0.025135,            0.043587,            0.015876,           0.0088765,           0.0088765
                  47,            0.079974,            0.034566,            0.044502,            0.055165,             0.11746,            0.066764,            0.027914,            0.069884,            0.025406,            0.043579,            0.014058,            0.009058,            0.009058
                  48,            0.073625,            0.055954,            0.043766,            0.055165,             0.11746,            0.066764,            0.027914,            0.069884,            0.025406,            0.043579,            0.012239,           0.0092391,           0.0092391
                  49,            0.070203,             0.04028,            0.044248,            0.052964,              0.1819,             0.10366,            0.040849,            0.060409,            0.025696,            0.043037,             0.01042,           0.0094198,           0.0094198
                  50,            0.061928,            0.044485,            0.042969,            0.052964,              0.1819,             0.10366,            0.040849,            0.060409,            0.025696,            0.043037,            0.009505,            0.009505,            0.009505
                  51,             0.06326,            0.039559,            0.043638,            0.093192,             0.19713,             0.15801,             0.06101,            0.060561,            0.024426,            0.042755,            0.009505,            0.009505,            0.009505
                  52,            0.057207,            0.041066,            0.042025,            0.093192,             0.19713,             0.15801,             0.06101,            0.060561,            0.024426,            0.042755,           0.0094951,           0.0094951,           0.0094951
                  53,            0.062586,            0.042246,            0.042959,            0.045622,             0.18413,             0.08193,             0.02706,            0.065331,            0.022999,            0.042358,           0.0094852,           0.0094852,           0.0094852
                  54,            0.062626,            0.049147,            0.042028,            0.045622,             0.18413,             0.08193,             0.02706,            0.065331,            0.022999,            0.042358,           0.0094753,           0.0094753,           0.0094753
                  55,            0.067689,            0.058341,            0.042829,            0.084658,             0.32381,             0.13447,            0.057287,            0.056748,            0.024193,            0.042007,           0.0094654,           0.0094654,           0.0094654
                  56,            0.065861,            0.040373,            0.041899,            0.084658,             0.32381,             0.13447,            0.057287,            0.056748,            0.024193,            0.042007,           0.0094555,           0.0094555,           0.0094555
                  57,            0.062103,            0.049844,            0.042911,             0.31227,             0.22277,            0.096255,            0.031459,             0.06817,            0.021423,             0.04171,           0.0094456,           0.0094456,           0.0094456
                  58,            0.065543,            0.040849,            0.041996,             0.31227,             0.22277,            0.096255,            0.031459,             0.06817,            0.021423,             0.04171,           0.0094357,           0.0094357,           0.0094357
                  59,            0.063224,            0.050232,            0.042351,             0.48641,             0.31746,             0.15419,            0.067967,            0.064408,            0.022907,            0.041382,           0.0094258,           0.0094258,           0.0094258
                  60,            0.079245,            0.035103,            0.041909,             0.48641,             0.31746,             0.15419,            0.067967,            0.064408,            0.022907,            0.041382,           0.0094159,           0.0094159,           0.0094159
                  61,            0.073379,            0.040358,            0.042613,              0.3049,             0.41683,              0.1368,            0.040033,            0.066654,            0.024971,            0.041214,            0.009406,            0.009406,            0.009406
                  62,            0.059063,            0.038056,            0.042564,              0.3049,             0.41683,              0.1368,            0.040033,            0.066654,            0.024971,            0.041214,           0.0093961,           0.0093961,           0.0093961
                  63,            0.061238,            0.030789,            0.041691,             0.32949,             0.30494,              0.1531,             0.04571,             0.06163,             0.02359,            0.040794,           0.0093862,           0.0093862,           0.0093862
                  64,            0.070914,            0.043614,            0.041823,             0.32949,             0.30494,              0.1531,             0.04571,             0.06163,             0.02359,            0.040794,           0.0093763,           0.0093763,           0.0093763
                  65,            0.060403,            0.036698,            0.040431,             0.47311,             0.35556,             0.15382,            0.080733,            0.059732,            0.020187,            0.040184,           0.0093664,           0.0093664,           0.0093664
                  66,            0.064893,            0.038938,            0.040481,             0.47311,             0.35556,             0.15382,            0.080733,            0.059732,            0.020187,            0.040184,           0.0093565,           0.0093565,           0.0093565
                  67,            0.070293,            0.038452,            0.041109,             0.26795,              0.4167,            0.099786,            0.040439,            0.072813,            0.018456,             0.03978,           0.0093466,           0.0093466,           0.0093466
                  68,            0.069246,            0.042805,            0.041463,             0.26795,              0.4167,            0.099786,            0.040439,            0.072813,            0.018456,             0.03978,           0.0093367,           0.0093367,           0.0093367
                  69,            0.069708,            0.035857,             0.04105,             0.57553,              0.4127,             0.24663,             0.11766,            0.052895,            0.021736,            0.039886,           0.0093268,           0.0093268,           0.0093268
                  70,            0.057795,             0.02688,            0.042265,             0.57553,              0.4127,             0.24663,             0.11766,            0.052895,            0.021736,            0.039886,           0.0093169,           0.0093169,           0.0093169
                  71,            0.060883,            0.041111,            0.039921,              0.3228,             0.45714,             0.28138,             0.13461,            0.050161,            0.019421,            0.039803,            0.009307,            0.009307,            0.009307
                  72,            0.047394,            0.030478,            0.038531,              0.3228,             0.45714,             0.28138,             0.13461,            0.050161,            0.019421,            0.039803,           0.0092971,           0.0092971,           0.0092971
                  73,            0.054017,            0.036102,            0.040971,              0.5895,             0.27819,             0.25365,             0.12745,            0.058205,            0.018494,            0.039864,           0.0092872,           0.0092872,           0.0092872
                  74,            0.056132,            0.035026,            0.040471,              0.5895,             0.27819,             0.25365,             0.12745,            0.058205,            0.018494,            0.039864,           0.0092773,           0.0092773,           0.0092773
                  75,            0.057895,             0.03077,            0.039185,             0.31165,             0.48571,             0.35575,             0.16867,            0.054669,            0.018559,            0.039726,           0.0092674,           0.0092674,           0.0092674
                  76,            0.060172,            0.039659,             0.04145,             0.31165,             0.48571,             0.35575,             0.16867,            0.054669,            0.018559,            0.039726,           0.0092575,           0.0092575,           0.0092575
                  77,            0.066088,            0.031633,            0.040924,             0.77673,             0.22222,             0.31742,             0.13887,            0.064776,            0.018505,            0.039558,           0.0092476,           0.0092476,           0.0092476
                  78,             0.06177,            0.044036,            0.038437,             0.77673,             0.22222,             0.31742,             0.13887,            0.064776,            0.018505,            0.039558,           0.0092377,           0.0092377,           0.0092377
                  79,            0.063449,            0.039834,            0.038866,             0.24544,             0.50571,             0.36871,             0.18051,            0.051491,            0.019157,            0.039024,           0.0092278,           0.0092278,           0.0092278
                  80,            0.058469,            0.043678,            0.039203,             0.24544,             0.50571,             0.36871,             0.18051,            0.051491,            0.019157,            0.039024,           0.0092179,           0.0092179,           0.0092179
                  81,            0.051556,            0.039154,            0.038922,             0.13301,              0.4746,             0.28063,              0.1352,            0.056537,            0.020046,            0.039177,            0.009208,            0.009208,            0.009208
                  82,            0.057657,            0.038231,            0.038429,             0.13301,              0.4746,             0.28063,              0.1352,            0.056537,            0.020046,            0.039177,           0.0091981,           0.0091981,           0.0091981
                  83,            0.057713,            0.035384,            0.038809,              0.3188,             0.36003,              0.2442,             0.10057,            0.052021,            0.018566,            0.038567,           0.0091882,           0.0091882,           0.0091882
                  84,            0.055079,            0.038419,            0.039566,              0.3188,             0.36003,              0.2442,             0.10057,            0.052021,            0.018566,            0.038567,           0.0091783,           0.0091783,           0.0091783
                  85,            0.056422,            0.036883,            0.038856,             0.57863,             0.30441,              0.2817,              0.1288,            0.049561,            0.018288,            0.037918,           0.0091684,           0.0091684,           0.0091684
                  86,            0.051762,            0.034388,            0.038779,             0.57863,             0.30441,              0.2817,              0.1288,            0.049561,            0.018288,            0.037918,           0.0091585,           0.0091585,           0.0091585
                  87,            0.056463,            0.037775,            0.038588,             0.20271,             0.38965,             0.28159,             0.11749,             0.06268,            0.019733,            0.037544,           0.0091486,           0.0091486,           0.0091486
                  88,            0.062756,             0.03151,            0.038571,             0.20271,             0.38965,             0.28159,             0.11749,             0.06268,            0.019733,            0.037544,           0.0091387,           0.0091387,           0.0091387
                  89,            0.061015,            0.034072,            0.039584,             0.26084,             0.46854,             0.36763,             0.15375,            0.053754,            0.017223,            0.036179,           0.0091288,           0.0091288,           0.0091288
                  90,             0.06054,            0.037166,            0.036885,             0.26084,             0.46854,             0.36763,             0.15375,            0.053754,            0.017223,            0.036179,           0.0091189,           0.0091189,           0.0091189
                  91,            0.058453,            0.027271,            0.038577,             0.20264,             0.50095,             0.32977,             0.15401,            0.046887,            0.017361,            0.035446,            0.009109,            0.009109,            0.009109
                  92,            0.049666,            0.041158,            0.036595,             0.20264,             0.50095,             0.32977,             0.15401,            0.046887,            0.017361,            0.035446,           0.0090991,           0.0090991,           0.0090991
                  93,            0.048629,            0.037654,             0.03762,             0.26104,             0.52816,             0.36651,             0.20536,            0.049669,            0.016624,             0.03492,           0.0090892,           0.0090892,           0.0090892
                  94,            0.054991,            0.031414,            0.037767,             0.26104,             0.52816,             0.36651,             0.20536,            0.049669,            0.016624,             0.03492,           0.0090793,           0.0090793,           0.0090793
                  95,            0.051947,            0.030989,            0.038014,             0.31285,             0.57397,             0.44011,             0.18306,            0.046216,            0.017662,            0.033936,           0.0090694,           0.0090694,           0.0090694
                  96,            0.048135,            0.039194,            0.037162,             0.31285,             0.57397,             0.44011,             0.18306,            0.046216,            0.017662,            0.033936,           0.0090595,           0.0090595,           0.0090595
                  97,            0.050408,            0.034272,            0.035606,             0.29306,             0.62476,             0.47467,             0.24772,            0.052228,            0.017559,            0.033691,           0.0090496,           0.0090496,           0.0090496
                  98,            0.058505,            0.028989,            0.034887,             0.29306,             0.62476,             0.47467,             0.24772,            0.052228,            0.017559,            0.033691,           0.0090397,           0.0090397,           0.0090397
                  99,            0.058688,            0.029782,            0.038816,             0.29011,             0.61395,              0.4495,             0.17068,            0.052302,            0.016331,             0.03302,           0.0090298,           0.0090298,           0.0090298
                 100,            0.054455,            0.027613,            0.036273,             0.29011,             0.61395,              0.4495,             0.17068,            0.052302,            0.016331,             0.03302,           0.0090199,           0.0090199,           0.0090199
                 101,            0.049192,            0.025612,            0.035475,             0.54581,             0.60747,             0.55725,             0.27643,            0.051612,            0.015678,            0.032883,             0.00901,             0.00901,             0.00901
                 102,            0.053015,            0.025411,            0.037072,             0.54581,             0.60747,             0.55725,             0.27643,            0.051612,            0.015678,            0.032883,           0.0090001,           0.0090001,           0.0090001
                 103,            0.053217,            0.032357,             0.03726,             0.51663,             0.59491,             0.51137,             0.31837,             0.04093,            0.015724,            0.031914,           0.0089902,           0.0089902,           0.0089902
                 104,            0.046532,            0.034166,            0.032837,             0.51663,             0.59491,             0.51137,             0.31837,             0.04093,            0.015724,            0.031914,           0.0089803,           0.0089803,           0.0089803
                 105,            0.046517,            0.031003,            0.034312,             0.32793,             0.70286,             0.51972,             0.25759,            0.039996,            0.014629,            0.031776,           0.0089704,           0.0089704,           0.0089704
                 106,            0.045275,            0.036291,            0.035199,             0.32793,             0.70286,             0.51972,             0.25759,            0.039996,            0.014629,            0.031776,           0.0089605,           0.0089605,           0.0089605
                 107,            0.044294,            0.029291,            0.033279,             0.56332,             0.55873,             0.53199,             0.28066,            0.049045,            0.014008,            0.031502,           0.0089506,           0.0089506,           0.0089506
                 108,            0.049239,              0.0315,              0.0347,             0.56332,             0.55873,             0.53199,             0.28066,            0.049045,            0.014008,            0.031502,           0.0089407,           0.0089407,           0.0089407
                 109,            0.054432,            0.030072,            0.034547,             0.60465,             0.55664,             0.53666,             0.27446,            0.042396,            0.015923,            0.030853,           0.0089308,           0.0089308,           0.0089308
                 110,            0.047421,            0.024406,            0.033394,             0.60465,             0.55664,             0.53666,             0.27446,            0.042396,            0.015923,            0.030853,           0.0089209,           0.0089209,           0.0089209
                 111,            0.047002,            0.025974,            0.033722,             0.36279,             0.69619,             0.56505,             0.30893,            0.041457,            0.014275,            0.030197,            0.008911,            0.008911,            0.008911
                 112,            0.048729,            0.032754,            0.033289,             0.36279,             0.69619,             0.56505,             0.30893,            0.041457,            0.014275,            0.030197,           0.0089011,           0.0089011,           0.0089011
                 113,            0.045395,            0.027387,            0.031965,             0.27152,              0.7309,             0.51988,             0.27426,            0.056064,             0.01445,            0.030319,           0.0088912,           0.0088912,           0.0088912
                 114,            0.062076,            0.026312,             0.03349,             0.27152,              0.7309,             0.51988,             0.27426,            0.056064,             0.01445,            0.030319,           0.0088813,           0.0088813,           0.0088813
                 115,            0.066507,            0.024231,            0.031265,             0.50501,             0.58686,             0.51347,             0.30543,            0.046471,            0.013727,            0.029358,           0.0088714,           0.0088714,           0.0088714
                 116,            0.051161,              0.0251,            0.032041,             0.50501,             0.58686,             0.51347,             0.30543,            0.046471,            0.013727,            0.029358,           0.0088615,           0.0088615,           0.0088615
                 117,            0.054294,            0.033457,            0.031231,             0.35751,             0.68217,              0.5792,             0.30472,             0.04099,            0.013767,            0.029144,           0.0088516,           0.0088516,           0.0088516
                 118,            0.047608,            0.034851,            0.030917,             0.35751,             0.68217,              0.5792,             0.30472,             0.04099,            0.013767,            0.029144,           0.0088417,           0.0088417,           0.0088417
                 119,            0.048102,            0.025841,            0.030261,              0.5197,             0.66762,             0.64319,             0.34397,            0.038698,            0.013687,            0.028969,           0.0088318,           0.0088318,           0.0088318
                 120,              0.0469,            0.029332,            0.032159,              0.5197,             0.66762,             0.64319,             0.34397,            0.038698,            0.013687,            0.028969,           0.0088219,           0.0088219,           0.0088219
                 121,            0.043604,            0.031062,            0.030497,              0.3654,             0.67239,              0.5509,             0.24563,            0.046979,            0.014751,            0.029388,            0.008812,            0.008812,            0.008812
                 122,            0.049232,            0.029413,            0.030168,              0.3654,             0.67239,              0.5509,             0.24563,            0.046979,            0.014751,            0.029388,           0.0088021,           0.0088021,           0.0088021
                 123,            0.049878,            0.027245,             0.03175,             0.32375,             0.69078,             0.56732,             0.25575,            0.046996,            0.016491,            0.029625,           0.0087922,           0.0087922,           0.0087922
                 124,            0.056162,            0.030298,            0.031343,             0.32375,             0.69078,             0.56732,             0.25575,            0.046996,            0.016491,            0.029625,           0.0087823,           0.0087823,           0.0087823
                 125,            0.055959,            0.029738,            0.032247,             0.38792,             0.67763,             0.54442,             0.33091,            0.042408,             0.01384,            0.028481,           0.0087724,           0.0087724,           0.0087724
                 126,            0.043783,            0.029952,            0.031562,             0.38792,             0.67763,             0.54442,             0.33091,            0.042408,             0.01384,            0.028481,           0.0087625,           0.0087625,           0.0087625
                 127,            0.045423,            0.030514,            0.030899,             0.55279,             0.60825,             0.65936,             0.39518,            0.037836,            0.013084,             0.02774,           0.0087526,           0.0087526,           0.0087526
                 128,            0.040511,            0.025165,            0.030041,             0.55279,             0.60825,             0.65936,             0.39518,            0.037836,            0.013084,             0.02774,           0.0087427,           0.0087427,           0.0087427
                 129,            0.041661,            0.024759,            0.029515,             0.49042,             0.60996,             0.66038,              0.3917,            0.039167,            0.014442,            0.028915,           0.0087328,           0.0087328,           0.0087328
                 130,            0.041563,            0.030635,            0.029621,             0.49042,             0.60996,             0.66038,              0.3917,            0.039167,            0.014442,            0.028915,           0.0087229,           0.0087229,           0.0087229
                 131,            0.043291,            0.024053,            0.028614,              0.3161,             0.51079,             0.49854,             0.20329,            0.050381,            0.015202,            0.029289,            0.008713,            0.008713,            0.008713
                 132,            0.056973,            0.028242,            0.029879,              0.3161,             0.51079,             0.49854,             0.20329,            0.050381,            0.015202,            0.029289,           0.0087031,           0.0087031,           0.0087031
                 133,            0.055837,            0.027444,            0.030682,             0.41109,             0.67659,             0.60438,             0.25152,            0.054274,            0.013798,             0.02845,           0.0086932,           0.0086932,           0.0086932
                 134,            0.052414,            0.027797,            0.029203,             0.41109,             0.67659,             0.60438,             0.25152,            0.054274,            0.013798,             0.02845,           0.0086833,           0.0086833,           0.0086833
                 135,            0.051223,            0.030093,            0.029162,             0.43737,             0.68603,             0.63456,             0.35729,            0.038144,            0.013885,            0.027634,           0.0086734,           0.0086734,           0.0086734
                 136,            0.044825,            0.027419,            0.027913,             0.43737,             0.68603,             0.63456,             0.35729,            0.038144,            0.013885,            0.027634,           0.0086635,           0.0086635,           0.0086635
                 137,            0.050196,            0.025561,            0.032283,             0.53393,              0.7673,             0.68373,             0.28663,            0.058404,            0.013756,            0.027252,           0.0086536,           0.0086536,           0.0086536
                 138,            0.057978,            0.023498,            0.027568,             0.53393,              0.7673,             0.68373,             0.28663,            0.058404,            0.013756,            0.027252,           0.0086437,           0.0086437,           0.0086437
                 139,            0.051885,            0.025007,            0.026202,             0.41198,             0.80241,             0.69024,             0.39743,            0.036301,            0.013756,            0.026306,           0.0086338,           0.0086338,           0.0086338
                 140,            0.041541,            0.039517,            0.028166,             0.41198,             0.80241,             0.69024,             0.39743,            0.036301,            0.013756,            0.026306,           0.0086239,           0.0086239,           0.0086239
                 141,            0.039988,            0.023431,            0.028557,             0.47768,             0.74188,             0.68599,             0.39966,             0.03568,             0.01432,            0.026073,            0.008614,            0.008614,            0.008614
                 142,            0.047656,            0.034206,            0.028437,             0.47768,             0.74188,             0.68599,             0.39966,             0.03568,             0.01432,            0.026073,           0.0086041,           0.0086041,           0.0086041
                 143,            0.041178,            0.027801,            0.027406,             0.44825,             0.78248,             0.69799,             0.39561,            0.035923,            0.014648,            0.026119,           0.0085942,           0.0085942,           0.0085942
                 144,            0.043591,            0.032636,            0.026696,             0.44825,             0.78248,             0.69799,             0.39561,            0.035923,            0.014648,            0.026119,           0.0085843,           0.0085843,           0.0085843
                 145,            0.042606,            0.028476,            0.028653,             0.45717,             0.81543,             0.69267,             0.36172,            0.041146,            0.014534,            0.025898,           0.0085744,           0.0085744,           0.0085744
                 146,            0.044332,            0.028329,            0.027639,             0.45717,             0.81543,             0.69267,             0.36172,            0.041146,            0.014534,            0.025898,           0.0085645,           0.0085645,           0.0085645
                 147,            0.045942,            0.028946,            0.027537,             0.41743,             0.74303,             0.66599,             0.35833,            0.037736,            0.012886,            0.024776,           0.0085546,           0.0085546,           0.0085546
                 148,            0.041137,            0.025813,            0.025831,             0.41743,             0.74303,             0.66599,             0.35833,            0.037736,            0.012886,            0.024776,           0.0085447,           0.0085447,           0.0085447
                 149,            0.039876,            0.024408,            0.025823,             0.44562,             0.73905,             0.69985,             0.38293,             0.04224,            0.012438,            0.024315,           0.0085348,           0.0085348,           0.0085348
                 150,             0.04616,            0.023626,            0.029396,             0.44562,             0.73905,             0.69985,             0.38293,             0.04224,            0.012438,            0.024315,           0.0085249,           0.0085249,           0.0085249
                 151,            0.044754,            0.023366,            0.024296,             0.49732,             0.67802,             0.71198,             0.40688,            0.036858,            0.014526,            0.025417,            0.008515,            0.008515,            0.008515
                 152,            0.037598,            0.024431,            0.024743,             0.49732,             0.67802,             0.71198,             0.40688,            0.036858,            0.014526,            0.025417,           0.0085051,           0.0085051,           0.0085051
