               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.061412,            0.049759,            0.041569,             0.31855,             0.32891,             0.12901,            0.054221,            0.064449,            0.022598,            0.041283,           0.0079012,           0.0079012,           0.0079012
                  55,            0.065249,            0.060169,            0.042337,             0.31601,             0.25079,              0.1168,            0.049152,            0.060642,            0.024197,            0.041153,           0.0078616,           0.0078616,           0.0078616
                  56,            0.066574,            0.040242,            0.042862,             0.31601,             0.25079,              0.1168,            0.049152,            0.060642,            0.024197,            0.041153,            0.007822,            0.007822,            0.007822
                  57,            0.063593,            0.050371,            0.042812,             0.59305,             0.20635,              0.1293,            0.042388,             0.05935,            0.023163,            0.040718,           0.0077824,           0.0077824,           0.0077824
                  58,            0.064297,            0.042211,            0.041512,             0.59305,             0.20635,              0.1293,            0.042388,             0.05935,            0.023163,            0.040718,           0.0077428,           0.0077428,           0.0077428
                  59,            0.062417,            0.051825,            0.041597,             0.58471,             0.33968,             0.23635,            0.098677,            0.066466,            0.020748,            0.040398,           0.0077032,           0.0077032,           0.0077032
                  60,            0.070858,            0.037527,            0.041214,             0.58471,             0.33968,             0.23635,            0.098677,            0.066466,            0.020748,            0.040398,           0.0076636,           0.0076636,           0.0076636
                  61,            0.069541,            0.042503,            0.042119,             0.47846,              0.3619,               0.109,            0.037453,            0.059965,            0.022701,             0.04055,            0.007624,            0.007624,            0.007624
                  62,            0.060914,            0.038646,            0.042504,             0.47846,              0.3619,               0.109,            0.037453,            0.059965,            0.022701,             0.04055,           0.0075844,           0.0075844,           0.0075844
                  63,            0.063033,             0.03098,            0.041243,             0.57905,             0.29524,             0.23031,            0.067738,            0.061271,            0.021221,            0.040176,           0.0075448,           0.0075448,           0.0075448
                  64,            0.071971,            0.044438,            0.041226,             0.57905,             0.29524,             0.23031,            0.067738,            0.061271,            0.021221,            0.040176,           0.0075052,           0.0075052,           0.0075052
                  65,            0.067495,            0.035127,            0.040504,             0.54915,             0.36887,             0.21054,            0.091906,            0.061687,            0.019596,            0.040039,           0.0074656,           0.0074656,           0.0074656
                  66,            0.061744,            0.040357,            0.040115,             0.54915,             0.36887,             0.21054,            0.091906,            0.061687,            0.019596,            0.040039,            0.007426,            0.007426,            0.007426
                  67,            0.068625,            0.040043,            0.040736,             0.54247,             0.23492,             0.15461,            0.036856,            0.062701,            0.018703,            0.040222,           0.0073864,           0.0073864,           0.0073864
                  68,            0.066734,            0.044225,            0.041664,             0.54247,             0.23492,             0.15461,            0.036856,            0.062701,            0.018703,            0.040222,           0.0073468,           0.0073468,           0.0073468
                  69,            0.067465,            0.036975,            0.041321,             0.33688,             0.37659,             0.23281,             0.10413,            0.057654,            0.019108,            0.040543,           0.0073072,           0.0073072,           0.0073072
                  70,            0.053919,            0.027913,            0.041699,             0.33688,             0.37659,             0.23281,             0.10413,            0.057654,            0.019108,            0.040543,           0.0072676,           0.0072676,           0.0072676
                  71,            0.058126,            0.041777,            0.040006,             0.56831,             0.33016,             0.27786,             0.13894,            0.049165,            0.020306,            0.040245,            0.007228,            0.007228,            0.007228
                  72,              0.0486,            0.030497,             0.03948,             0.56831,             0.33016,             0.27786,             0.13894,            0.049165,            0.020306,            0.040245,           0.0071884,           0.0071884,           0.0071884
                  73,             0.05387,            0.037307,             0.04124,             0.29291,             0.62476,             0.27385,              0.1265,            0.045309,             0.01936,            0.039764,           0.0071488,           0.0071488,           0.0071488
                  74,            0.047561,            0.037462,            0.040114,             0.29291,             0.62476,             0.27385,              0.1265,            0.045309,             0.01936,            0.039764,           0.0071092,           0.0071092,           0.0071092
                  75,             0.05128,            0.033296,            0.038981,             0.63238,             0.30159,             0.32539,             0.17023,            0.051946,            0.018528,            0.038879,           0.0070696,           0.0070696,           0.0070696
                  76,             0.05352,            0.042529,            0.040957,             0.63238,             0.30159,             0.32539,             0.17023,            0.051946,            0.018528,            0.038879,             0.00703,             0.00703,             0.00703
                  77,            0.056665,            0.034355,            0.040497,             0.59102,             0.34603,             0.28023,             0.12358,            0.056227,             0.01862,            0.038963,           0.0069904,           0.0069904,           0.0069904
                  78,            0.057812,            0.042774,            0.038041,             0.59102,             0.34603,             0.28023,             0.12358,            0.056227,             0.01862,            0.038963,           0.0069508,           0.0069508,           0.0069508
                  79,            0.057743,            0.039084,            0.039309,             0.66839,             0.36825,             0.47137,             0.20367,            0.048119,            0.017418,            0.038231,           0.0069112,           0.0069112,           0.0069112
                  80,            0.063915,            0.041918,            0.038932,             0.66839,             0.36825,             0.47137,             0.20367,            0.048119,            0.017418,            0.038231,           0.0068716,           0.0068716,           0.0068716
                  81,            0.052926,            0.037573,            0.039253,             0.55566,             0.31746,             0.31061,            0.095552,            0.059179,            0.017979,            0.037727,            0.006832,            0.006832,            0.006832
                  82,            0.061749,            0.035737,            0.038335,             0.55566,             0.31746,             0.31061,            0.095552,            0.059179,            0.017979,            0.037727,           0.0067924,           0.0067924,           0.0067924
                  83,             0.05791,            0.036583,            0.037973,             0.70487,             0.34603,             0.41297,             0.21828,            0.047979,            0.016674,            0.037109,           0.0067528,           0.0067528,           0.0067528
                  84,             0.05753,            0.038683,            0.039257,             0.70487,             0.34603,             0.41297,             0.21828,            0.047979,            0.016674,            0.037109,           0.0067132,           0.0067132,           0.0067132
                  85,            0.062221,            0.035372,            0.038877,             0.29613,             0.52317,             0.37709,             0.15591,            0.049414,            0.017273,            0.036362,           0.0066736,           0.0066736,           0.0066736
                  86,            0.056753,            0.033893,            0.038185,             0.29613,             0.52317,             0.37709,             0.15591,            0.049414,            0.017273,            0.036362,            0.006634,            0.006634,            0.006634
                  87,            0.055647,            0.038913,            0.038687,             0.27065,             0.57171,             0.44434,             0.20667,            0.049808,             0.01759,            0.035843,           0.0065944,           0.0065944,           0.0065944
                  88,             0.05364,            0.033886,            0.037929,             0.27065,             0.57171,             0.44434,             0.20667,            0.049808,             0.01759,            0.035843,           0.0065548,           0.0065548,           0.0065548
                  89,            0.052605,            0.036548,            0.038541,             0.42268,             0.54063,             0.40555,             0.16038,            0.050068,            0.016987,            0.035347,           0.0065152,           0.0065152,           0.0065152
                  90,            0.053468,            0.035953,            0.036028,             0.42268,             0.54063,             0.40555,             0.16038,            0.050068,            0.016987,            0.035347,           0.0064756,           0.0064756,           0.0064756
                  91,            0.051871,            0.028271,            0.037725,             0.49216,             0.48349,             0.47218,             0.20486,            0.048619,            0.017071,            0.035118,            0.006436,            0.006436,            0.006436
                  92,            0.050834,            0.039922,            0.036719,             0.49216,             0.48349,             0.47218,             0.20486,            0.048619,            0.017071,            0.035118,           0.0063964,           0.0063964,           0.0063964
                  93,            0.054603,            0.035067,            0.037616,             0.26262,             0.63929,             0.40407,             0.16794,            0.046865,            0.016834,             0.03447,           0.0063568,           0.0063568,           0.0063568
                  94,            0.048218,            0.033906,            0.036141,             0.26262,             0.63929,             0.40407,             0.16794,            0.046865,            0.016834,             0.03447,           0.0063172,           0.0063172,           0.0063172
                  95,            0.048243,            0.032748,            0.038187,             0.68131,             0.41181,             0.46388,             0.25056,            0.051665,            0.015926,             0.03421,           0.0062776,           0.0062776,           0.0062776
                  96,            0.051206,            0.037943,            0.037045,             0.68131,             0.41181,             0.46388,             0.25056,            0.051665,            0.015926,             0.03421,            0.006238,            0.006238,            0.006238
                  97,            0.054802,            0.035313,            0.035377,              0.2314,             0.72289,             0.39566,             0.16473,            0.048214,             0.01701,            0.033997,           0.0061984,           0.0061984,           0.0061984
                  98,            0.054315,            0.029242,            0.035332,              0.2314,             0.72289,             0.39566,             0.16473,            0.048214,             0.01701,            0.033997,           0.0061588,           0.0061588,           0.0061588
                  99,            0.055823,            0.032295,            0.037592,             0.27022,              0.6673,             0.45869,             0.25363,            0.047154,            0.015347,            0.033829,           0.0061192,           0.0061192,           0.0061192
                 100,            0.048659,            0.028074,            0.036719,             0.27022,              0.6673,             0.45869,             0.25363,            0.047154,            0.015347,            0.033829,           0.0060796,           0.0060796,           0.0060796
                 101,            0.045543,            0.026601,            0.035802,              0.3051,             0.69751,             0.42251,              0.1892,            0.046394,            0.015965,             0.03373,             0.00604,             0.00604,             0.00604
                 102,            0.053926,            0.024963,            0.036961,              0.3051,             0.69751,             0.42251,              0.1892,            0.046394,            0.015965,             0.03373,           0.0060004,           0.0060004,           0.0060004
                 103,            0.050161,            0.031648,             0.03728,             0.43914,             0.71319,             0.54806,             0.21666,            0.048588,             0.01498,            0.033463,           0.0059608,           0.0059608,           0.0059608
                 104,            0.050002,            0.036114,            0.033335,             0.43914,             0.71319,             0.54806,             0.21666,            0.048588,             0.01498,            0.033463,           0.0059212,           0.0059212,           0.0059212
                 105,            0.050005,            0.032937,            0.035067,             0.41561,              0.7675,             0.58433,             0.33074,            0.038281,            0.014725,            0.032799,           0.0058816,           0.0058816,           0.0058816
                 106,             0.04444,            0.037168,             0.03583,             0.41561,              0.7675,             0.58433,             0.33074,            0.038281,            0.014725,            0.032799,            0.005842,            0.005842,            0.005842
                 107,            0.042908,            0.031553,            0.034621,             0.41291,             0.75619,             0.58257,              0.2904,            0.042306,            0.013626,            0.032204,           0.0058024,           0.0058024,           0.0058024
                 108,            0.044408,            0.029712,            0.033808,             0.41291,             0.75619,             0.58257,              0.2904,            0.042306,            0.013626,            0.032204,           0.0057628,           0.0057628,           0.0057628
                 109,            0.048225,            0.031809,            0.035137,             0.37234,             0.81298,             0.55621,             0.25326,            0.040327,            0.014286,            0.032036,           0.0057232,           0.0057232,           0.0057232
                 110,            0.047429,            0.025121,            0.034548,             0.37234,             0.81298,             0.55621,             0.25326,            0.040327,            0.014286,            0.032036,           0.0056836,           0.0056836,           0.0056836
                 111,             0.04778,            0.025342,            0.034658,             0.35972,             0.71621,             0.55889,             0.35498,            0.039952,            0.014557,             0.03154,            0.005644,            0.005644,            0.005644
                 112,            0.047676,            0.032717,            0.033895,             0.35972,             0.71621,             0.55889,             0.35498,            0.039952,            0.014557,             0.03154,           0.0056044,           0.0056044,           0.0056044
                 113,            0.045549,            0.027105,             0.03219,             0.38939,              0.7454,             0.51171,             0.22581,            0.043437,            0.014904,              0.0317,           0.0055648,           0.0055648,           0.0055648
                 114,            0.046388,            0.027313,            0.034853,             0.38939,              0.7454,             0.51171,             0.22581,            0.043437,            0.014904,              0.0317,           0.0055252,           0.0055252,           0.0055252
                 115,            0.045177,            0.025989,            0.032151,             0.35904,             0.71206,             0.48389,             0.28009,            0.040854,             0.01569,            0.032028,           0.0054856,           0.0054856,           0.0054856
                 116,            0.045639,            0.024936,            0.033466,             0.35904,             0.71206,             0.48389,             0.28009,            0.040854,             0.01569,            0.032028,            0.005446,            0.005446,            0.005446
                 117,             0.04905,            0.032747,            0.031787,             0.32728,             0.65492,             0.47237,              0.2302,            0.042115,            0.015408,             0.03125,           0.0054064,           0.0054064,           0.0054064
                 118,            0.048413,            0.034899,            0.031684,             0.32728,             0.65492,             0.47237,              0.2302,            0.042115,            0.015408,             0.03125,           0.0053668,           0.0053668,           0.0053668
                 119,            0.046737,            0.025074,            0.032864,              0.4144,             0.68193,              0.6323,             0.42437,            0.037197,            0.013733,            0.030235,           0.0053272,           0.0053272,           0.0053272
                 120,            0.043275,            0.028716,            0.033429,              0.4144,             0.68193,              0.6323,             0.42437,            0.037197,            0.013733,            0.030235,           0.0052876,           0.0052876,           0.0052876
                 121,            0.039859,              0.0303,            0.031296,              0.4158,             0.74836,             0.59912,             0.36702,            0.036585,            0.013481,            0.029884,            0.005248,            0.005248,            0.005248
                 122,            0.040856,            0.030906,            0.031088,              0.4158,             0.74836,             0.59912,             0.36702,            0.036585,            0.013481,            0.029884,           0.0052084,           0.0052084,           0.0052084
                 123,            0.042187,            0.029138,            0.032213,             0.38874,             0.64381,              0.6282,             0.39265,            0.040012,            0.014225,            0.029716,           0.0051688,           0.0051688,           0.0051688
                 124,            0.047927,            0.030138,             0.03219,             0.38874,             0.64381,              0.6282,             0.39265,            0.040012,            0.014225,            0.029716,           0.0051292,           0.0051292,           0.0051292
                 125,            0.047882,            0.030304,            0.032265,             0.51161,             0.62051,             0.65036,             0.35532,            0.036304,             0.01321,            0.029366,           0.0050896,           0.0050896,           0.0050896
                 126,            0.044511,            0.028991,            0.032267,             0.51161,             0.62051,             0.65036,             0.35532,            0.036304,             0.01321,            0.029366,             0.00505,             0.00505,             0.00505
                 127,            0.044795,            0.028621,            0.031377,             0.47699,             0.71567,             0.65559,             0.37039,            0.039563,            0.012846,            0.028778,           0.0050104,           0.0050104,           0.0050104
                 128,            0.040347,            0.023299,            0.031808,             0.47699,             0.71567,             0.65559,             0.37039,            0.039563,            0.012846,            0.028778,           0.0049708,           0.0049708,           0.0049708
                 129,            0.048694,            0.023683,            0.030112,             0.42396,             0.63717,             0.60748,             0.30197,            0.039489,            0.012915,            0.028687,           0.0049312,           0.0049312,           0.0049312
                 130,            0.043261,            0.030286,            0.031184,             0.42396,             0.63717,             0.60748,             0.30197,            0.039489,            0.012915,            0.028687,           0.0048916,           0.0048916,           0.0048916
                 131,            0.041865,            0.025847,            0.029452,             0.58905,             0.62826,             0.69046,             0.43739,            0.033647,            0.013145,            0.028633,            0.004852,            0.004852,            0.004852
                 132,            0.042071,            0.029859,            0.031707,             0.58905,             0.62826,             0.69046,             0.43739,            0.033647,            0.013145,            0.028633,           0.0048124,           0.0048124,           0.0048124
                 133,            0.036704,            0.027696,            0.032233,             0.45866,             0.59465,             0.61212,             0.26556,            0.042669,            0.012714,            0.028214,           0.0047728,           0.0047728,           0.0047728
                 134,            0.041828,             0.02701,            0.029835,             0.45866,             0.59465,             0.61212,             0.26556,            0.042669,            0.012714,            0.028214,           0.0047332,           0.0047332,           0.0047332
                 135,            0.040722,             0.02905,            0.030444,             0.49523,             0.71785,             0.72236,              0.4217,             0.03283,            0.012753,            0.028069,           0.0046936,           0.0046936,           0.0046936
                 136,            0.047001,            0.026891,            0.030143,             0.49523,             0.71785,             0.72236,              0.4217,             0.03283,            0.012753,            0.028069,            0.004654,            0.004654,            0.004654
                 137,            0.042315,            0.025543,            0.032619,             0.54233,             0.81325,              0.7388,             0.44894,            0.030964,            0.012444,            0.027512,           0.0046144,           0.0046144,           0.0046144
                 138,            0.038723,            0.023868,            0.028898,             0.54233,             0.81325,              0.7388,             0.44894,            0.030964,            0.012444,            0.027512,           0.0045748,           0.0045748,           0.0045748
                 139,            0.037795,             0.02499,            0.027837,              0.4537,             0.85429,             0.73221,             0.42341,            0.030826,            0.012741,            0.027527,           0.0045352,           0.0045352,           0.0045352
                 140,            0.040821,            0.038375,            0.028658,              0.4537,             0.85429,             0.73221,             0.42341,            0.030826,            0.012741,            0.027527,           0.0044956,           0.0044956,           0.0044956
                 141,            0.036307,            0.023211,             0.02962,             0.81244,             0.61255,             0.73511,             0.45143,            0.032642,            0.011898,            0.026894,            0.004456,            0.004456,            0.004456
                 142,            0.046519,            0.032152,            0.029712,             0.81244,             0.61255,             0.73511,             0.45143,            0.032642,            0.011898,            0.026894,           0.0044164,           0.0044164,           0.0044164
                 143,            0.039517,            0.026402,            0.029013,             0.78593,             0.58173,             0.67755,             0.33228,            0.037509,            0.011972,            0.026596,           0.0043768,           0.0043768,           0.0043768
                 144,            0.043185,            0.032518,            0.027842,             0.78593,             0.58173,             0.67755,             0.33228,            0.037509,            0.011972,            0.026596,           0.0043372,           0.0043372,           0.0043372
                 145,            0.044357,             0.02693,            0.030068,             0.86269,             0.67738,             0.75594,             0.44614,            0.033214,            0.011856,            0.025726,           0.0042976,           0.0042976,           0.0042976
                 146,            0.037468,            0.027931,            0.028057,             0.86269,             0.67738,             0.75594,             0.44614,            0.033214,            0.011856,            0.025726,            0.004258,            0.004258,            0.004258
                 147,             0.03914,            0.026952,            0.027801,             0.79773,             0.62703,             0.73067,             0.40363,            0.032565,            0.011805,            0.025581,           0.0042184,           0.0042184,           0.0042184
                 148,            0.036326,            0.027466,            0.026854,             0.79773,             0.62703,             0.73067,             0.40363,            0.032565,            0.011805,            0.025581,           0.0041788,           0.0041788,           0.0041788
                 149,              0.0355,            0.025356,            0.027047,             0.77577,                 0.6,             0.75809,             0.45504,            0.035398,            0.011658,            0.025265,           0.0041392,           0.0041392,           0.0041392
                 150,            0.041042,            0.023832,            0.031382,             0.77577,                 0.6,             0.75809,             0.45504,            0.035398,            0.011658,            0.025265,           0.0040996,           0.0040996,           0.0040996
                 151,            0.042417,            0.022591,            0.025461,             0.44422,             0.80131,             0.72676,             0.47868,            0.033188,            0.012341,            0.025307,             0.00406,             0.00406,             0.00406
                 152,             0.03887,            0.022712,            0.026613,             0.44422,             0.80131,             0.72676,             0.47868,            0.033188,            0.012341,            0.025307,           0.0040204,           0.0040204,           0.0040204
                 153,            0.038785,            0.028237,            0.028624,             0.82777,             0.65369,             0.74671,             0.44215,            0.031159,            0.012518,            0.025597,           0.0039808,           0.0039808,           0.0039808
                 154,            0.033717,            0.024916,            0.029547,             0.82777,             0.65369,             0.74671,             0.44215,            0.031159,            0.012518,            0.025597,           0.0039412,           0.0039412,           0.0039412
                 155,            0.035822,            0.030641,            0.027076,             0.82191,             0.55548,             0.72957,             0.44465,            0.031974,            0.012001,            0.025219,           0.0039016,           0.0039016,           0.0039016
                 156,            0.039077,             0.02267,            0.027051,             0.82191,             0.55548,             0.72957,             0.44465,            0.031974,            0.012001,            0.025219,            0.003862,            0.003862,            0.003862
                 157,            0.041481,            0.024625,            0.028307,             0.74955,             0.61118,             0.72556,              0.3583,            0.038519,            0.012728,            0.025009,           0.0038224,           0.0038224,           0.0038224
                 158,            0.042725,            0.032718,             0.02764,             0.74955,             0.61118,             0.72556,              0.3583,            0.038519,            0.012728,            0.025009,           0.0037828,           0.0037828,           0.0037828
                 159,            0.042958,            0.024128,            0.026486,             0.92272,             0.59898,             0.77676,             0.53874,            0.028405,            0.011875,            0.024273,           0.0037432,           0.0037432,           0.0037432
                 160,            0.032137,            0.019684,             0.02376,             0.92272,             0.59898,             0.77676,             0.53874,            0.028405,            0.011875,            0.024273,           0.0037036,           0.0037036,           0.0037036
                 161,            0.031994,            0.024729,             0.02659,             0.85028,             0.61213,              0.7775,             0.53955,            0.029339,            0.011803,            0.023891,            0.003664,            0.003664,            0.003664
